student_id,business_id,rating_1_to_5,accepted_match,feedback_comment
STU0336,BUS0167,5,True,Somewhat helpful but not a strong fit.
STU0337,BUS0035,3,True,"Scheduling was hard, but content was valuable."
STU0337,BUS0144,4,True,Somewhat helpful but not a strong fit.
STU0338,BUS0075,2,False,Great alignment on skills and goals.
STU0338,BUS0063,5,True,Somewhat helpful but not a strong fit.
STU0339,BUS0128,5,True,Mentor's experience was very relevant.
STU0340,BUS0189,2,False,"Scheduling was hard, but content was valuable."
STU0340,BUS0088,5,True,"Scheduling was hard, but content was valuable."
STU0340,BUS0038,4,True,Mentor's experience was very relevant.
STU0341,BUS0086,2,False,Somewhat helpful but not a strong fit.
STU0342,BUS0189,5,True,"Good match, would recommend."
STU0343,BUS0124,5,True,"Scheduling was hard, but content was valuable."
STU0343,BUS0074,4,True,Mentor's experience was very relevant.
STU0344,BUS0151,5,True,Not enough overlap in interests.
STU0344,BUS0110,4,True,Not enough overlap in interests.
STU0345,BUS0032,5,True,Somewhat helpful but not a strong fit.
STU0345,BUS0192,4,True,Not enough overlap in interests.
STU0345,BUS0072,5,True,Somewhat helpful but not a strong fit.
STU0346,BUS0050,5,True,"Scheduling was hard, but content was valuable."
STU0346,BUS0089,3,True,Mentor's experience was very relevant.
STU0347,BUS0038,5,True,Somewhat helpful but not a strong fit.
STU0348,BUS0106,4,True,Somewhat helpful but not a strong fit.
STU0349,BUS0048,4,True,Great alignment on skills and goals.
STU0349,BUS0189,5,True,Excellent guidance on career direction.
STU0349,BUS0030,4,True,Great alignment on skills and goals.
STU0350,BUS0132,5,True,Mentor's experience was very relevant.
STU0350,BUS0198,5,True,"Good match, would recommend."
STU0351,BUS0160,4,True,Somewhat helpful but not a strong fit.
STU0351,BUS0050,4,True,Somewhat helpful but not a strong fit.
STU0352,BUS0189,5,True,Mentor's experience was very relevant.
STU0352,BUS0029,5,True,Not enough overlap in interests.
STU0353,BUS0068,3,True,Great alignment on skills and goals.
STU0353,BUS0174,5,True,Mentor's experience was very relevant.
STU0353,BUS0087,4,True,Great alignment on skills and goals.
STU0354,BUS0057,3,True,Great alignment on skills and goals.
STU0355,BUS0014,3,True,Mentor's experience was very relevant.
STU0355,BUS0066,5,True,Excellent guidance on career direction.
STU0355,BUS0131,5,True,"Good match, would recommend."
STU0356,BUS0084,3,True,Mentor's experience was very relevant.
STU0356,BUS0150,2,False,Not enough overlap in interests.
STU0357,BUS0003,2,False,Great alignment on skills and goals.
STU0357,BUS0070,3,True,Somewhat helpful but not a strong fit.
STU0358,BUS0142,4,True,"Good match, would recommend."
STU0358,BUS0117,4,True,"Scheduling was hard, but content was valuable."
STU0359,BUS0136,3,True,Somewhat helpful but not a strong fit.
STU0359,BUS0161,4,True,Excellent guidance on career direction.
STU0360,BUS0099,4,True,Mentor's experience was very relevant.
STU0360,BUS0171,2,False,"Scheduling was hard, but content was valuable."
STU0360,BUS0035,3,True,Somewhat helpful but not a strong fit.
STU0361,BUS0118,4,True,"Good match, would recommend."
STU0361,BUS0090,5,True,Somewhat helpful but not a strong fit.
STU0362,BUS0106,5,True,"Good match, would recommend."
STU0362,BUS0117,4,True,Somewhat helpful but not a strong fit.
STU0363,BUS0135,3,True,Great alignment on skills and goals.
STU0363,BUS0027,5,True,Mentor's experience was very relevant.
STU0363,BUS0143,4,True,Mentor's experience was very relevant.
STU0364,BUS0069,4,True,"Good match, would recommend."
STU0364,BUS0191,5,True,Somewhat helpful but not a strong fit.
STU0365,BUS0095,5,True,Excellent guidance on career direction.
STU0365,BUS0160,5,True,Excellent guidance on career direction.
STU0366,BUS0059,4,True,Great alignment on skills and goals.
STU0366,BUS0109,4,True,"Good match, would recommend."
STU0366,BUS0079,2,False,"Scheduling was hard, but content was valuable."
STU0367,BUS0061,5,True,Somewhat helpful but not a strong fit.
STU0367,BUS0064,4,True,Excellent guidance on career direction.
STU0368,BUS0058,5,True,Excellent guidance on career direction.
STU0369,BUS0141,4,True,"Scheduling was hard, but content was valuable."
STU0369,BUS0066,5,True,Great alignment on skills and goals.
STU0370,BUS0129,4,True,Great alignment on skills and goals.
STU0370,BUS0127,5,True,Mentor's experience was very relevant.
STU0370,BUS0151,3,True,Not enough overlap in interests.
STU0371,BUS0002,5,True,Mentor's experience was very relevant.
STU0371,BUS0060,5,True,Excellent guidance on career direction.
STU0372,BUS0106,4,True,Not enough overlap in interests.
STU0372,BUS0168,1,False,Somewhat helpful but not a strong fit.
STU0373,BUS0063,3,True,Excellent guidance on career direction.
STU0373,BUS0109,5,True,Not enough overlap in interests.
STU0374,BUS0118,4,True,Not enough overlap in interests.
STU0374,BUS0085,5,True,Somewhat helpful but not a strong fit.
STU0375,BUS0036,5,True,Not enough overlap in interests.
STU0376,BUS0190,4,True,"Scheduling was hard, but content was valuable."
STU0376,BUS0023,4,True,Great alignment on skills and goals.
STU0376,BUS0102,5,True,"Scheduling was hard, but content was valuable."
STU0377,BUS0157,5,True,Somewhat helpful but not a strong fit.
STU0378,BUS0038,4,True,"Good match, would recommend."
STU0378,BUS0193,4,True,Excellent guidance on career direction.
STU0379,BUS0174,5,True,Somewhat helpful but not a strong fit.
STU0380,BUS0165,4,True,Great alignment on skills and goals.
STU0380,BUS0102,5,True,Mentor's experience was very relevant.
STU0380,BUS0062,4,True,Great alignment on skills and goals.
STU0381,BUS0153,5,True,Not enough overlap in interests.
STU0382,BUS0146,5,True,Excellent guidance on career direction.
STU0382,BUS0011,4,True,Not enough overlap in interests.
STU0383,BUS0169,4,True,Not enough overlap in interests.
STU0383,BUS0066,5,True,"Good match, would recommend."
STU0384,BUS0143,5,True,Mentor's experience was very relevant.
STU0385,BUS0087,4,True,Excellent guidance on career direction.
STU0385,BUS0041,4,True,Mentor's experience was very relevant.
STU0386,BUS0079,3,True,Excellent guidance on career direction.
STU0386,BUS0158,4,True,"Good match, would recommend."
STU0387,BUS0198,5,True,Mentor's experience was very relevant.
STU0387,BUS0037,5,True,"Good match, would recommend."
STU0388,BUS0119,4,True,Not enough overlap in interests.
STU0388,BUS0190,2,False,Mentor's experience was very relevant.
STU0389,BUS0159,4,True,"Scheduling was hard, but content was valuable."
STU0390,BUS0129,3,True,"Scheduling was hard, but content was valuable."
STU0390,BUS0043,3,True,"Scheduling was hard, but content was valuable."
STU0391,BUS0026,4,True,Somewhat helpful but not a strong fit.
STU0391,BUS0105,4,True,Great alignment on skills and goals.
STU0392,BUS0066,3,True,Mentor's experience was very relevant.
STU0392,BUS0045,3,True,"Good match, would recommend."
STU0393,BUS0096,5,True,"Scheduling was hard, but content was valuable."
STU0393,BUS0156,2,False,Mentor's experience was very relevant.
STU0394,BUS0088,4,True,Excellent guidance on career direction.
STU0394,BUS0048,4,True,"Scheduling was hard, but content was valuable."
STU0394,BUS0152,1,False,"Scheduling was hard, but content was valuable."
STU0395,BUS0013,5,True,Great alignment on skills and goals.
STU0396,BUS0022,3,True,Not enough overlap in interests.
STU0396,BUS0107,5,True,Excellent guidance on career direction.
STU0396,BUS0049,5,True,Excellent guidance on career direction.
STU0397,BUS0162,5,True,"Scheduling was hard, but content was valuable."
STU0397,BUS0171,5,True,Somewhat helpful but not a strong fit.
STU0397,BUS0164,4,True,Great alignment on skills and goals.
STU0398,BUS0128,3,True,Not enough overlap in interests.
STU0398,BUS0013,5,True,"Good match, would recommend."
STU0398,BUS0080,4,True,"Scheduling was hard, but content was valuable."
STU0399,BUS0123,4,True,Somewhat helpful but not a strong fit.
STU0399,BUS0164,5,True,Not enough overlap in interests.
STU0399,BUS0074,5,True,Not enough overlap in interests.
STU0400,BUS0130,4,True,Not enough overlap in interests.
STU0400,BUS0109,5,True,Great alignment on skills and goals.
STU0401,BUS0136,4,True,Not enough overlap in interests.
STU0402,BUS0171,5,True,Great alignment on skills and goals.
STU0402,BUS0074,5,True,Excellent guidance on career direction.
STU0403,BUS0138,4,True,Mentor's experience was very relevant.
STU0403,BUS0038,5,True,Great alignment on skills and goals.
STU0404,BUS0103,4,True,Excellent guidance on career direction.
STU0404,BUS0132,1,False,"Good match, would recommend."
STU0404,BUS0196,5,True,"Scheduling was hard, but content was valuable."
STU0405,BUS0012,4,True,Not enough overlap in interests.
STU0405,BUS0042,3,True,"Good match, would recommend."
STU0406,BUS0001,3,True,Not enough overlap in interests.
STU0406,BUS0091,5,True,Mentor's experience was very relevant.
STU0407,BUS0139,4,True,"Scheduling was hard, but content was valuable."
STU0407,BUS0129,4,True,"Scheduling was hard, but content was valuable."
STU0407,BUS0092,5,True,Not enough overlap in interests.
STU0408,BUS0059,5,True,Excellent guidance on career direction.
STU0408,BUS0116,5,True,"Scheduling was hard, but content was valuable."
STU0409,BUS0048,5,True,Great alignment on skills and goals.
STU0409,BUS0025,4,True,Great alignment on skills and goals.
STU0410,BUS0124,3,True,Not enough overlap in interests.
STU0410,BUS0086,5,True,Great alignment on skills and goals.
STU0410,BUS0171,4,True,Not enough overlap in interests.
STU0411,BUS0172,3,True,Not enough overlap in interests.
STU0411,BUS0039,4,True,Mentor's experience was very relevant.
STU0412,BUS0049,5,True,"Scheduling was hard, but content was valuable."
STU0412,BUS0022,5,True,Somewhat helpful but not a strong fit.
STU0412,BUS0057,5,True,Mentor's experience was very relevant.
STU0413,BUS0137,4,True,Somewhat helpful but not a strong fit.
STU0414,BUS0087,4,True,"Good match, would recommend."
STU0414,BUS0109,5,True,"Scheduling was hard, but content was valuable."
STU0414,BUS0137,4,True,Great alignment on skills and goals.
STU0415,BUS0144,5,True,Somewhat helpful but not a strong fit.
STU0415,BUS0033,4,True,"Good match, would recommend."
STU0415,BUS0172,5,True,Somewhat helpful but not a strong fit.
STU0416,BUS0174,4,True,"Scheduling was hard, but content was valuable."
STU0417,BUS0160,5,True,Great alignment on skills and goals.
STU0418,BUS0091,3,True,"Good match, would recommend."
STU0418,BUS0042,5,True,"Scheduling was hard, but content was valuable."
STU0418,BUS0044,3,True,Excellent guidance on career direction.
STU0419,BUS0101,5,True,Mentor's experience was very relevant.
STU0420,BUS0069,3,True,Mentor's experience was very relevant.
STU0420,BUS0109,3,True,Great alignment on skills and goals.
STU0421,BUS0137,5,True,"Scheduling was hard, but content was valuable."
STU0421,BUS0130,4,True,"Good match, would recommend."
STU0421,BUS0116,3,True,Excellent guidance on career direction.
STU0422,BUS0074,3,True,"Good match, would recommend."
STU0422,BUS0054,4,True,Excellent guidance on career direction.
STU0422,BUS0144,4,True,Excellent guidance on career direction.
STU0423,BUS0081,5,True,Mentor's experience was very relevant.
STU0423,BUS0099,3,True,Excellent guidance on career direction.
STU0424,BUS0087,4,True,"Good match, would recommend."
STU0424,BUS0109,4,True,Somewhat helpful but not a strong fit.
STU0424,BUS0114,2,False,"Scheduling was hard, but content was valuable."
STU0425,BUS0182,4,True,"Good match, would recommend."
STU0425,BUS0112,3,True,"Good match, would recommend."
STU0425,BUS0127,4,True,Somewhat helpful but not a strong fit.
STU0426,BUS0116,5,True,Great alignment on skills and goals.
STU0426,BUS0158,4,True,Excellent guidance on career direction.
STU0427,BUS0120,4,True,"Scheduling was hard, but content was valuable."
STU0427,BUS0192,4,True,Somewhat helpful but not a strong fit.
STU0427,BUS0126,4,True,Somewhat helpful but not a strong fit.
STU0428,BUS0192,4,True,Somewhat helpful but not a strong fit.
STU0428,BUS0120,5,True,Not enough overlap in interests.
STU0429,BUS0010,5,True,Great alignment on skills and goals.
STU0429,BUS0123,4,True,"Good match, would recommend."
STU0429,BUS0099,4,True,Excellent guidance on career direction.
STU0430,BUS0141,4,True,Somewhat helpful but not a strong fit.
STU0430,BUS0190,5,True,Great alignment on skills and goals.
STU0430,BUS0050,4,True,"Scheduling was hard, but content was valuable."
STU0431,BUS0127,5,True,Not enough overlap in interests.
STU0431,BUS0110,5,True,Mentor's experience was very relevant.
STU0432,BUS0004,5,True,Great alignment on skills and goals.
STU0432,BUS0049,1,False,"Scheduling was hard, but content was valuable."
STU0432,BUS0173,5,True,Not enough overlap in interests.
STU0433,BUS0172,4,True,Mentor's experience was very relevant.
STU0433,BUS0181,4,True,"Scheduling was hard, but content was valuable."
STU0433,BUS0074,5,True,"Good match, would recommend."
STU0434,BUS0089,5,True,Excellent guidance on career direction.
STU0434,BUS0094,5,True,Great alignment on skills and goals.
STU0435,BUS0004,5,True,Mentor's experience was very relevant.
STU0435,BUS0097,5,True,"Good match, would recommend."
STU0435,BUS0104,4,True,"Good match, would recommend."
STU0436,BUS0179,4,True,Not enough overlap in interests.
STU0436,BUS0134,2,False,Not enough overlap in interests.
STU0437,BUS0034,5,True,Mentor's experience was very relevant.
STU0437,BUS0153,4,True,Excellent guidance on career direction.
STU0437,BUS0093,5,True,Not enough overlap in interests.
STU0438,BUS0107,3,True,Excellent guidance on career direction.
STU0438,BUS0058,4,True,Great alignment on skills and goals.
STU0438,BUS0022,5,True,Somewhat helpful but not a strong fit.
STU0439,BUS0031,4,True,Not enough overlap in interests.
STU0440,BUS0134,5,True,Not enough overlap in interests.
STU0440,BUS0198,5,True,"Scheduling was hard, but content was valuable."
STU0440,BUS0007,5,True,"Scheduling was hard, but content was valuable."
STU0441,BUS0172,4,True,"Good match, would recommend."
STU0441,BUS0121,5,True,Excellent guidance on career direction.
STU0442,BUS0136,5,True,"Scheduling was hard, but content was valuable."
STU0442,BUS0067,4,True,Great alignment on skills and goals.
STU0443,BUS0085,4,True,Not enough overlap in interests.
STU0443,BUS0140,4,True,"Good match, would recommend."
STU0444,BUS0019,3,True,Excellent guidance on career direction.
STU0444,BUS0022,5,True,Great alignment on skills and goals.
STU0445,BUS0010,3,True,"Scheduling was hard, but content was valuable."
STU0445,BUS0171,5,True,Excellent guidance on career direction.
STU0445,BUS0086,5,True,Mentor's experience was very relevant.
STU0446,BUS0085,4,True,Excellent guidance on career direction.
STU0446,BUS0119,5,True,Great alignment on skills and goals.
STU0446,BUS0094,5,True,Mentor's experience was very relevant.
STU0447,BUS0107,5,True,"Scheduling was hard, but content was valuable."
STU0447,BUS0076,5,True,Mentor's experience was very relevant.
STU0447,BUS0022,5,True,Mentor's experience was very relevant.
STU0448,BUS0088,1,False,"Good match, would recommend."
STU0448,BUS0029,3,True,"Scheduling was hard, but content was valuable."
STU0449,BUS0020,5,True,Mentor's experience was very relevant.
STU0449,BUS0097,4,True,Somewhat helpful but not a strong fit.
STU0449,BUS0104,5,True,"Good match, would recommend."
STU0451,BUS0076,5,True,Not enough overlap in interests.
STU0452,BUS0083,5,True,Not enough overlap in interests.
STU0453,BUS0067,4,True,Somewhat helpful but not a strong fit.
STU0453,BUS0091,5,True,"Scheduling was hard, but content was valuable."
STU0453,BUS0150,4,True,Not enough overlap in interests.
STU0454,BUS0147,5,True,"Scheduling was hard, but content was valuable."
STU0454,BUS0167,4,True,"Scheduling was hard, but content was valuable."
STU0455,BUS0080,5,True,"Scheduling was hard, but content was valuable."
STU0455,BUS0145,5,True,Mentor's experience was very relevant.
STU0456,BUS0087,5,True,"Scheduling was hard, but content was valuable."
STU0456,BUS0013,4,True,Excellent guidance on career direction.
STU0456,BUS0068,5,True,Mentor's experience was very relevant.
STU0457,BUS0017,3,True,Mentor's experience was very relevant.
STU0457,BUS0193,2,False,"Scheduling was hard, but content was valuable."
STU0458,BUS0109,5,True,Mentor's experience was very relevant.
STU0458,BUS0114,3,True,Not enough overlap in interests.
STU0458,BUS0128,4,True,"Good match, would recommend."
STU0459,BUS0061,5,True,Great alignment on skills and goals.
STU0459,BUS0056,5,True,Mentor's experience was very relevant.
STU0459,BUS0134,5,True,Excellent guidance on career direction.
STU0460,BUS0107,4,True,Not enough overlap in interests.
STU0460,BUS0057,4,True,Excellent guidance on career direction.
STU0460,BUS0183,5,True,"Good match, would recommend."
STU0461,BUS0113,5,True,"Scheduling was hard, but content was valuable."
STU0461,BUS0112,2,False,Great alignment on skills and goals.
STU0462,BUS0181,5,True,Excellent guidance on career direction.
STU0462,BUS0074,4,True,"Scheduling was hard, but content was valuable."
STU0463,BUS0174,3,True,Excellent guidance on career direction.
STU0463,BUS0013,5,True,Great alignment on skills and goals.
STU0464,BUS0050,5,True,Excellent guidance on career direction.
STU0464,BUS0045,5,True,Excellent guidance on career direction.
STU0465,BUS0125,3,True,"Good match, would recommend."
STU0465,BUS0117,5,True,"Scheduling was hard, but content was valuable."
STU0466,BUS0088,5,True,"Good match, would recommend."
STU0466,BUS0008,4,True,Mentor's experience was very relevant.
STU0466,BUS0093,5,True,Somewhat helpful but not a strong fit.
STU0467,BUS0019,4,True,"Scheduling was hard, but content was valuable."
STU0467,BUS0143,3,True,"Scheduling was hard, but content was valuable."
STU0467,BUS0098,5,True,Great alignment on skills and goals.
STU0468,BUS0003,4,True,Not enough overlap in interests.
STU0468,BUS0152,1,False,Not enough overlap in interests.
STU0468,BUS0082,5,True,Mentor's experience was very relevant.
STU0469,BUS0019,5,True,Great alignment on skills and goals.
STU0469,BUS0143,4,True,Not enough overlap in interests.
STU0469,BUS0097,4,True,Great alignment on skills and goals.
STU0470,BUS0190,3,True,"Good match, would recommend."
STU0470,BUS0119,5,True,"Good match, would recommend."
STU0470,BUS0105,4,True,"Scheduling was hard, but content was valuable."
STU0471,BUS0089,5,True,Excellent guidance on career direction.
STU0471,BUS0131,5,True,Excellent guidance on career direction.
STU0471,BUS0090,4,True,Mentor's experience was very relevant.
STU0472,BUS0171,5,True,Not enough overlap in interests.
STU0472,BUS0031,4,True,Great alignment on skills and goals.
STU0474,BUS0154,3,True,Great alignment on skills and goals.
STU0474,BUS0027,2,False,Great alignment on skills and goals.
STU0475,BUS0011,4,True,Not enough overlap in interests.
STU0476,BUS0173,5,True,"Scheduling was hard, but content was valuable."
STU0476,BUS0049,4,True,Somewhat helpful but not a strong fit.
STU0476,BUS0020,5,True,Not enough overlap in interests.
STU0477,BUS0186,5,True,Mentor's experience was very relevant.
STU0477,BUS0168,2,False,"Good match, would recommend."
STU0477,BUS0125,5,True,Mentor's experience was very relevant.
STU0478,BUS0058,5,True,"Good match, would recommend."
STU0478,BUS0173,5,True,Excellent guidance on career direction.
STU0479,BUS0029,3,True,Mentor's experience was very relevant.
STU0480,BUS0031,5,True,"Scheduling was hard, but content was valuable."
STU0480,BUS0039,4,True,"Good match, would recommend."
STU0481,BUS0150,4,True,Great alignment on skills and goals.
STU0482,BUS0133,5,True,Somewhat helpful but not a strong fit.
STU0482,BUS0142,5,True,"Good match, would recommend."
STU0483,BUS0182,4,True,Mentor's experience was very relevant.
STU0484,BUS0013,4,True,Mentor's experience was very relevant.
STU0484,BUS0115,5,True,Excellent guidance on career direction.
STU0484,BUS0158,3,True,Somewhat helpful but not a strong fit.
STU0485,BUS0081,5,True,"Scheduling was hard, but content was valuable."
STU0485,BUS0009,5,True,"Scheduling was hard, but content was valuable."
STU0485,BUS0164,5,True,Great alignment on skills and goals.
STU0486,BUS0054,5,True,Not enough overlap in interests.
STU0487,BUS0086,5,True,"Good match, would recommend."
STU0487,BUS0123,5,True,Somewhat helpful but not a strong fit.
STU0487,BUS0035,5,True,Excellent guidance on career direction.
STU0488,BUS0047,2,False,Excellent guidance on career direction.
STU0488,BUS0038,5,True,"Good match, would recommend."
STU0488,BUS0152,5,True,Mentor's experience was very relevant.
STU0489,BUS0138,4,True,Not enough overlap in interests.
STU0490,BUS0127,5,True,Somewhat helpful but not a strong fit.
STU0491,BUS0162,5,True,Somewhat helpful but not a strong fit.
STU0491,BUS0099,5,True,"Scheduling was hard, but content was valuable."
STU0492,BUS0189,2,False,Mentor's experience was very relevant.
STU0492,BUS0152,3,True,Excellent guidance on career direction.
STU0492,BUS0029,4,True,Somewhat helpful but not a strong fit.
STU0493,BUS0075,5,True,Great alignment on skills and goals.
STU0495,BUS0013,4,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0186,5,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0021,5,True,"Scheduling was hard, but content was valuable."
STU0496,BUS0146,1,False,Mentor's experience was very relevant.
STU0497,BUS0106,1,False,"Scheduling was hard, but content was valuable."
STU0497,BUS0011,3,True,"Scheduling was hard, but content was valuable."
STU0497,BUS0091,4,True,"Scheduling was hard, but content was valuable."
STU0498,BUS0086,5,True,Mentor's experience was very relevant.
STU0498,BUS0054,4,True,Excellent guidance on career direction.
STU0499,BUS0049,4,True,Not enough overlap in interests.
STU0499,BUS0183,5,True,Somewhat helpful but not a strong fit.
STU0500,BUS0123,4,True,Not enough overlap in interests.
